ctrl-1_FRAS202101646-1r_aligned.sam	ctrl-2_FRAS202101647-1r_aligned.sam	ctrl-3_FRAS202101648-1r_aligned.sam	ctrl-4_FRAS202101649-1r_aligned.sam	AKG-1_FRAS202101650-1r_aligned.sam	AKG-2_FRAS202101651-1r_aligned.sam	AKG-3_FRAS202101652-1r_aligned.sam	AKG-4_FRAS202101653-1r_aligned.sam	Pyr-1_FRAS202101654-1r_aligned.sam	Pyr-2_FRAS202101655-1r_aligned.sam	Pyr-3_FRAS202101656-1r_aligned.sam	Pyr-4_FRAS202101657-1r_aligned.sam	Length
ENSG00000116649	3770	3403	3868	4028	2951	3108	3696	3175	3866	3448	5175	5350	1898
ENSG00000171824	2839	2489	2835	2735	2230	2504	2715	2454	2843	2850	3159	3305	6003
ENSG00000226849	15	13	9	11	11	15	11	14	11	16	14	17	2682
ENSG00000281350	7	2	4	9	8	4	15	2	8	3	5	9	263
ENSG00000230337	8	11	9	7	12	12	9	12	10	9	11	13	536
ENSG00000198793	4137	3367	3903	3600	3338	3464	3284	3539	3702	3829	4304	5017	12119
ENSG00000225602	5	4	1	5	2	4	8	4	1	1	0	2	763
ENSG00000253086	1	0	0	0	1	0	0	0	0	0	2	0	103
ENSG00000171819	14	11	4	12	9	4	5	8	4	5	5	14	2238
ENSG00000207451	1	0	0	4	2	0	1	2	5	0	0	1	107
ENSG00000238173	2	0	2	0	0	0	0	0	1	0	1	2	150
ENSG00000120942	902	837	944	885	646	749	764	725	882	745	1110	1203	5082
ENSG00000238199	10	5	4	6	5	10	8	3	3	6	3	8	437
ENSG00000224338	0	0	0	0	0	0	0	0	0	0	0	0	565
ENSG00000204624	1	3	1	2	0	2	0	0	0	3	1	3	6142
ENSG00000235643	0	1	0	4	0	0	1	0	0	1	2	1	1285
ENSG00000116661	48	46	59	32	82	92	81	108	39	33	89	78	2333
ENSG00000132879	153	125	172	173	286	324	309	287	163	195	324	333	3527
ENSG00000116663	260	278	308	274	246	331	325	318	261	219	386	435	1811
ENSG00000116670	1319	1127	1302	1382	1213	1342	1483	1340	1297	1308	2280	2426	3324
ENSG00000162490	2	0	0	0	0	1	0	0	0	0	1	0	7346
ENSG00000177674	698	640	666	772	639	691	813	732	650	475	1058	1177	2435
ENSG00000215910	1	6	6	5	14	12	14	15	4	3	7	13	6499
ENSG00000177553	0	1	0	0	3	2	0	5	0	0	0	0	1868
ENSG00000177000	3110	2903	3181	2940	2340	2686	2820	2587	2516	2350	3470	4068	10214
ENSG00000011021	1264	1051	1282	1053	1058	1186	1084	1216	1125	1190	1330	1552	6938
ENSG00000242349	32	17	32	18	27	29	25	33	33	19	38	65	1427
ENSG00000276470	0	0	0	0	0	0	0	0	0	0	0	0	173
ENSG00000278852	0	0	0	0	0	0	0	0	0	0	0	0	149
ENSG00000175206	23	17	19	36	15	25	20	20	23	13	50	32	1120
ENSG00000275915	0	0	0	0	0	0	0	0	0	0	0	0	108
ENSG00000120937	2	0	0	0	0	0	0	0	0	0	0	0	694
ENSG00000224904	1	1	0	0	0	2	0	1	1	0	0	0	2637
ENSG00000199347	2	3	3	0	2	0	0	5	1	0	0	0	120
ENSG00000201801	0	2	0	0	0	0	1	0	0	0	0	0	120
ENSG00000116685	1225	1161	1355	1202	1066	1198	1376	1158	1260	1054	1973	2182	3281
ENSG00000083444	1401	1344	1412	1378	1400	1607	1534	1672	1445	1457	2267	2656	5320
ENSG00000116688	5694	5134	5847	5575	4726	5001	4983	4902	5607	5740	7316	8117	4973
ENSG00000270914	0	0	0	0	0	0	0	0	0	0	0	0	93
ENSG00000116691	773	824	919	913	677	911	1051	852	866	716	1529	1583	2821
ENSG00000202461	7	7	9	5	7	11	6	2	10	17	4	7	113
ENSG00000276869	0	0	0	0	0	0	0	0	0	0	0	0	65
ENSG00000243539	0	0	0	0	0	0	0	0	0	0	0	0	275
ENSG00000120949	520	565	594	559	543	501	581	583	503	552	754	840	3738
ENSG00000281342	0	0	0	1	0	0	0	0	0	0	0	0	245
ENSG00000201135	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000227875	1	0	0	0	0	0	1	0	0	0	0	0	255
ENSG00000275459	2	0	0	0	0	0	1	0	0	0	0	0	96
ENSG00000028137	1382	1332	1592	1545	1395	1705	1644	1543	1453	1204	2285	2376	3766
ENSG00000263676	0	0	0	0	2	0	0	0	0	0	0	1	61
ENSG00000225196	0	0	0	0	0	0	0	0	0	0	0	0	316
ENSG00000252969	0	0	0	0	0	0	0	0	0	0	0	0	124
ENSG00000048707	2654	2231	2747	2170	2314	2484	2304	2318	2292	2301	2090	2608	20023
ENSG00000280999	0	0	0	1	1	2	0	1	1	3	3	0	100
ENSG00000239149	8	6	5	11	6	5	5	8	8	6	10	12	152
ENSG00000229484	0	0	0	3	0	0	1	1	0	0	1	0	438
ENSG00000162496	644	526	616	593	569	615	682	575	640	555	967	848	3036
ENSG00000221340	0	1	3	3	4	5	5	5	3	8	1	3	101
ENSG00000276830	0	1	0	3	0	0	0	0	2	1	0	0	67
ENSG00000272482	7	13	4	10	4	11	12	11	4	1	9	14	345
ENSG00000204518	2	2	1	1	0	7	3	5	2	6	10	5	1575
ENSG00000226166	0	0	0	0	0	0	0	0	0	0	0	0	112
ENSG00000188984	0	0	0	0	0	0	0	0	0	0	0	0	4049
ENSG00000157330	0	0	0	0	0	0	0	0	0	0	0	2	4118
ENSG00000116726	0	0	0	0	0	0	0	0	0	0	0	0	1786
ENSG00000116721	0	0	0	0	0	0	0	0	0	0	0	0	2439
ENSG00000228338	0	0	0	0	0	0	0	0	0	0	0	0	378
ENSG00000239810	0	0	0	0	0	0	0	0	0	0	0	0	1845
ENSG00000231103	0	0	0	0	0	0	0	0	0	0	0	0	1417
ENSG00000179172	0	0	0	0	0	0	0	0	0	0	0	0	1201
ENSG00000120952	0	0	0	0	0	0	0	0	0	0	0	0	1642
ENSG00000243073	0	0	0	0	0	0	0	0	0	0	0	0	1828
ENSG00000187545	0	0	0	0	0	0	0	0	0	0	0	0	1525
ENSG00000204510	0	0	0	0	0	0	0	0	0	0	0	0	1660
ENSG00000207434	0	0	0	0	0	0	0	0	0	0	0	0	107
ENSG00000234064	0	0	0	0	0	0	0	0	0	0	0	0	1139
ENSG00000232423	0	0	0	0	0	0	0	0	0	0	0	0	2170
ENSG00000274178	0	0	0	0	0	0	0	0	0	0	0	0	1450
ENSG00000274764	0	0	0	0	0	0	0	0	0	0	0	0	1863
ENSG00000280267	0	0	0	0	0	0	0	0	0	0	0	0	2392
ENSG00000229571	0	0	0	0	0	0	0	0	0	0	0	0	2013
ENSG00000277058	0	0	0	0	0	0	0	0	0	0	0	0	1148
ENSG00000277862	0	0	0	0	0	0	0	0	0	0	0	0	1447
ENSG00000236179	0	0	0	0	0	0	0	0	0	0	0	0	891
ENSG00000275774	1	0	0	0	0	0	0	0	0	0	0	0	1148
ENSG00000229978	0	0	0	0	0	0	0	0	0	0	0	0	1452
ENSG00000233336	0	0	0	0	0	0	0	0	0	0	0	0	384
ENSG00000179412	0	0	0	0	0	0	0	0	0	0	0	0	882
ENSG00000204505	0	0	0	0	0	0	0	0	0	0	0	0	1863
ENSG00000279169	0	0	0	0	0	0	0	0	0	0	0	0	1035
ENSG00000279804	0	0	0	0	0	0	0	0	0	0	0	0	2104
ENSG00000250894	0	0	0	0	0	0	0	0	0	0	0	0	1371
ENSG00000270601	0	0	0	0	0	0	0	0	0	0	0	0	1720
ENSG00000231219	0	0	0	0	0	0	0	0	0	0	0	0	1068
ENSG00000207511	0	0	0	0	0	0	0	0	0	0	0	0	107
ENSG00000182330	0	0	0	0	0	0	0	0	0	0	0	0	1937
ENSG00000204501	0	0	0	0	0	0	0	0	0	0	0	0	1960
ENSG00000237700	0	0	0	0	0	0	0	0	0	0	0	0	1425
ENSG00000228229	0	0	0	0	0	0	0	0	0	0	0	0	384
ENSG00000204481	0	0	0	0	0	0	0	0	0	0	0	0	2301
ENSG00000204480	0	0	0	0	0	0	0	0	0	0	0	0	1233
ENSG00000204479	0	0	0	0	0	0	0	0	0	0	0	0	1578
ENSG00000204478	0	0	0	0	0	0	0	0	0	0	0	0	1597
ENSG00000162494	0	0	0	0	0	0	0	0	0	0	0	0	2209
ENSG00000259961	0	0	0	0	0	0	0	0	0	0	0	0	477
ENSG00000215909	0	0	0	0	0	0	0	3	0	0	0	0	371
ENSG00000162493	0	0	0	0	0	0	0	0	0	0	0	0	3707
ENSG00000222952	0	0	0	0	0	0	0	0	0	0	0	0	101
ENSG00000266358	0	0	0	0	0	0	0	0	0	0	0	0	101
ENSG00000237445	0	0	0	0	0	0	0	0	0	0	0	0	379
ENSG00000253085	0	0	0	0	0	0	0	0	0	0	0	0	130
ENSG00000116731	1165	1088	1182	1171	978	963	1075	1009	1199	1191	1137	1375	10923
ENSG00000252151	0	0	0	0	0	0	0	0	0	0	0	0	103
ENSG00000231606	0	0	0	0	0	0	0	0	0	0	0	0	282
ENSG00000234593	49	47	33	47	46	32	39	39	40	33	76	69	764
ENSG00000189337	635	540	606	590	591	619	666	620	583	593	801	901	12644
ENSG00000280763	0	0	0	0	0	0	0	0	0	0	0	0	103
ENSG00000235829	0	0	0	1	0	0	0	0	0	0	0	0	326
ENSG00000175147	0	0	0	0	0	1	0	0	0	0	0	0	7100
ENSG00000171729	7	3	5	2	0	1	1	5	6	8	5	7	2240
ENSG00000204464	1	0	0	0	0	0	0	0	0	0	2	0	559
ENSG00000215720	0	0	0	0	0	0	0	1	0	0	0	0	710
ENSG00000278480	0	0	0	0	0	0	0	0	0	0	0	0	966
ENSG00000142621	3	12	15	13	10	9	18	11	12	6	7	15	12805
ENSG00000233485	0	0	0	0	0	0	0	0	0	0	0	0	3105
ENSG00000236045	0	0	0	0	0	0	0	2	1	0	0	0	727
ENSG00000228140	0	2	2	1	0	1	2	3	0	1	0	3	5178
ENSG00000142634	752	657	738	787	664	754	817	767	754	622	1483	1596	2531
ENSG00000162438	0	1	0	0	1	1	0	0	0	0	0	0	3486
ENSG00000142615	0	0	0	0	0	0	0	0	0	0	2	0	1519
ENSG00000215704	0	2	4	2	4	3	2	1	1	0	10	8	1457
ENSG00000132906	624	503	544	535	525	530	527	477	489	494	653	662	5269
ENSG00000116138	899	794	979	845	700	719	712	712	773	829	670	794	8563
ENSG00000251866	0	0	1	1	1	0	1	1	0	2	3	0	140
ENSG00000272510	0	2	0	1	1	3	1	4	1	0	1	0	346
ENSG00000116771	2	1	4	3	1	5	3	1	2	5	1	4	2500
ENSG00000237301	0	1	0	0	0	0	0	0	0	0	0	0	2845
ENSG00000235084	0	0	5	1	2	2	1	1	5	4	1	4	447
ENSG00000252417	0	0	0	0	0	0	0	0	0	0	0	0	68
ENSG00000236500	0	0	0	1	0	0	0	0	0	0	0	0	225
ENSG00000197312	4146	3571	4140	3340	3417	3565	3244	3516	3647	3735	3312	3853	12136
ENSG00000215695	0	0	0	0	0	0	0	0	0	0	0	0	1854
ENSG00000271742	0	0	0	0	0	0	0	0	0	0	0	0	256
ENSG00000116786	1403	1368	1350	1414	1202	1427	1484	1409	1404	1233	2067	2144	4122
ENSG00000264048	0	0	0	0	0	0	0	0	0	0	0	0	87
ENSG00000237938	24	17	19	28	34	32	31	27	25	25	33	35	1533
ENSG00000162461	3	3	12	3	6	8	10	8	4	6	13	18	3195
ENSG00000224459	0	0	0	0	0	0	0	0	0	0	0	0	639
ENSG00000162460	0	0	0	0	0	0	0	0	0	0	0	0	1520
ENSG00000162458	0	1	0	0	0	1	0	0	0	0	1	0	4716
ENSG00000280788	0	0	0	0	0	0	0	0	0	0	0	0	268
ENSG00000224321	0	0	0	0	0	0	0	0	1	0	0	0	490
ENSG00000233954	46	54	58	89	45	74	174	72	104	68	782	705	2180
ENSG00000178715	2	3	5	1	2	0	2	5	0	0	1	4	438
ENSG00000179743	190	192	178	175	167	156	197	152	151	165	246	253	2473
ENSG00000065526	5000	4999	5265	5155	4246	5460	5023	4896	5706	5340	6436	7978	13294
ENSG00000270620	0	0	1	1	0	1	0	1	0	1	2	0	211
ENSG00000116809	533	491	590	513	458	587	488	556	524	629	759	839	4240
ENSG00000234607	3	0	0	0	2	4	1	3	1	1	2	5	563
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0	0	260
ENSG00000275503	0	0	0	0	0	0	0	0	0	0	0	0	236
ENSG00000224966	0	0	0	0	0	0	0	0	1	0	0	0	962
ENSG00000183888	0	0	0	0	0	0	0	0	0	0	1	0	3039
ENSG00000233078	0	0	0	0	0	0	0	0	0	0	0	0	466
ENSG00000173641	5	3	5	2	3	1	5	1	7	1	4	4	3910
ENSG00000186510	6	5	12	19	3	5	2	7	11	3	12	11	3476
ENSG00000232456	0	0	1	0	0	0	0	0	0	0	0	0	704
ENSG00000184908	8	24	19	15	25	22	24	28	16	19	28	21	2939
ENSG00000185519	2	0	0	2	3	0	1	1	4	0	1	0	1701
ENSG00000142627	3	8	6	2	8	6	8	4	6	1	11	2	4159
ENSG00000227959	0	0	0	1	0	0	0	0	0	0	0	1	904
ENSG00000224621	0	0	0	0	0	0	0	0	0	0	0	0	544
ENSG00000234166	0	0	0	0	0	0	0	0	0	0	0	0	439
ENSG00000142632	183	160	158	131	146	161	170	135	160	139	249	210	3745
ENSG00000237276	2	6	9	14	12	7	2	3	9	8	22	15	1990
ENSG00000132881	53	91	113	77	59	74	80	57	87	77	105	150	1545
ENSG00000233929	0	1	1	0	0	0	0	1	1	1	4	1	186
ENSG00000037637	900	790	927	745	764	811	802	808	714	720	831	938	8984
ENSG00000055070	1057	1053	1081	1144	830	1049	1244	1088	1231	1075	3125	3366	4747
ENSG00000226457	7	3	2	1	1	1	3	1	0	0	2	2	381
ENSG00000187144	1	1	1	4	1	8	0	2	0	2	3	3	4506
ENSG00000281598	0	0	0	0	0	0	0	0	0	0	0	0	76
ENSG00000157191	1205	1106	1261	978	1032	1110	1101	1130	1025	1104	1438	1498	5559
ENSG00000226029	13	15	26	13	16	22	24	18	23	23	28	23	3245
ENSG00000080947	73	64	80	69	90	93	76	91	70	81	75	96	6813
ENSG00000206652	0	0	0	0	0	0	0	0	0	0	0	0	164
ENSG00000261135	5	3	7	4	3	10	13	2	4	4	3	3	1110
ENSG00000224174	0	0	0	0	0	0	0	0	0	0	0	0	327
ENSG00000233421	0	0	0	5	1	1	0	0	1	1	7	0	2068
ENSG00000277344	0	0	0	0	0	0	0	0	0	0	0	0	144
ENSG00000268991	0	0	0	0	0	0	0	0	0	0	0	0	510
ENSG00000225710	0	0	0	0	0	0	0	0	0	0	0	0	882
ENSG00000266584	0	0	0	0	0	0	0	0	0	0	0	0	74
ENSG00000219481	954	904	1071	795	926	907	910	844	1041	1077	962	1057	12212
ENSG00000271732	1	9	2	2	4	4	6	3	7	3	3	3	339
ENSG00000215908	1348	1266	1409	1363	1207	1559	1592	1408	1476	1319	2758	3120	3943
ENSG00000186301	42	26	28	42	18	24	32	24	41	33	58	51	2291
ENSG00000282143	0	0	0	0	0	0	0	0	0	0	0	0	817
ENSG00000207513	0	0	0	0	0	0	0	0	1	0	0	2	164
ENSG00000237847	0	0	0	0	0	0	0	0	0	0	0	0	510
ENSG00000280114	0	0	0	0	0	0	0	0	0	0	0	0	1351
ENSG00000264742	0	0	0	0	0	0	0	0	0	0	0	0	74
ENSG00000236698	366	412	419	349	290	306	359	331	384	340	438	512	435
ENSG00000268869	0	0	0	0	0	0	0	0	0	0	0	0	3178
ENSG00000279151	0	0	0	0	0	0	0	0	0	0	0	0	406
ENSG00000279132	0	0	0	0	0	0	0	0	0	0	0	0	511
ENSG00000282740	0	0	0	2	1	0	0	0	0	0	0	0	819
ENSG00000058453	70	79	98	95	89	100	74	97	61	57	109	150	8871
ENSG00000227684	0	0	0	0	0	0	0	0	1	0	0	0	762
ENSG00000207389	0	0	0	0	0	0	0	0	0	0	1	0	164
ENSG00000186715	4	9	9	6	3	10	7	11	5	11	12	19	5180
ENSG00000223643	0	0	0	0	0	0	0	0	0	0	0	0	837
ENSG00000230239	0	0	0	0	0	0	0	0	0	0	0	0	882
ENSG00000263811	0	0	0	0	0	0	0	0	0	0	0	0	73
ENSG00000228549	1	3	0	7	0	5	3	1	0	2	3	1	2963
ENSG00000277234	0	0	0	0	0	0	0	0	0	0	0	0	144
ENSG00000238142	0	0	0	0	0	0	0	0	0	0	0	0	508
ENSG00000235241	0	0	0	0	0	1	0	0	0	0	0	0	508
ENSG00000207005	0	0	0	0	0	0	0	2	0	0	0	1	164
ENSG00000272426	1	8	1	0	0	0	1	0	2	1	2	1	438
ENSG00000117122	0	0	0	0	0	0	0	0	0	0	0	2	2915
ENSG00000226526	0	0	0	0	0	0	0	1	2	0	0	0	636
ENSG00000159363	579	675	627	679	615	791	815	749	650	533	1000	1113	5253
ENSG00000117118	2401	2062	2345	2308	2216	2239	2433	2289	2382	2562	3174	3133	2462
ENSG00000117115	0	0	0	0	0	1	0	0	0	0	0	0	5984
ENSG00000281330	0	0	0	0	0	0	0	0	0	0	0	0	88
ENSG00000204362	0	0	0	0	0	0	0	1	0	0	0	0	4676
ENSG00000282843	0	0	0	0	0	0	0	0	0	0	0	0	1228
ENSG00000142623	0	0	0	0	0	0	0	0	0	0	0	0	4903
ENSG00000142619	0	0	0	0	0	0	0	0	0	0	0	0	3189
ENSG00000266634	0	0	0	0	0	0	0	0	0	0	0	0	87
ENSG00000159339	3	1	0	5	3	2	3	2	1	1	1	2	2971
ENSG00000280226	0	0	0	0	0	1	0	0	0	0	0	0	189
ENSG00000276747	0	0	0	0	1	0	0	0	0	0	0	0	2396
ENSG00000227751	0	0	0	0	0	0	0	0	0	0	0	0	311
ENSG00000179051	7037	6738	7408	7074	5420	6350	6460	6037	6966	6131	10562	11796	4126
ENSG00000266727	0	0	0	0	0	0	0	0	0	0	0	0	64
ENSG00000074964	0	0	0	0	0	0	0	0	0	0	2	0	7817
ENSG00000236648	0	0	0	0	0	0	0	0	0	0	0	0	610
ENSG00000278471	0	0	0	0	0	0	0	0	0	0	0	0	54
ENSG00000117148	44	30	35	34	16	18	14	29	26	29	45	50	1864
ENSG00000261781	0	0	0	0	0	0	0	0	0	0	0	0	2471
ENSG00000117154	0	0	0	0	0	0	0	0	0	0	0	0	3085
ENSG00000280222	0	0	0	0	0	0	0	0	0	0	0	0	6473
ENSG00000230035	0	0	0	0	0	0	0	0	0	0	0	0	430
ENSG00000225387	0	0	0	0	0	0	0	0	0	0	0	0	491
ENSG00000179023	0	0	0	0	0	0	0	0	0	0	0	0	5145
ENSG00000235282	0	0	0	0	0	0	0	0	0	0	0	0	266
ENSG00000225478	0	0	0	0	0	0	0	0	0	0	0	0	223
ENSG00000009709	0	0	0	0	0	0	0	0	0	0	0	0	6313
ENSG00000179002	0	0	0	0	0	0	0	0	0	0	1	0	2542
ENSG00000255275	0	0	0	0	0	0	1	0	0	0	1	0	4369
ENSG00000159423	216	262	276	341	210	269	269	199	229	181	459	513	3689
ENSG00000265606	0	0	0	0	0	0	0	0	0	0	0	0	74
ENSG00000221662	3	0	1	0	0	0	0	0	1	1	0	1	78
ENSG00000169991	10	19	13	4	3	13	8	7	1	7	10	14	6188
ENSG00000272084	19	16	13	16	15	7	24	17	23	7	25	24	3402
ENSG00000127481	16055	14625	15652	14048	13629	15842	13729	14591	15729	15340	15229	18524	24675
ENSG00000230424	4	3	6	4	4	5	2	11	6	9	15	23	507
ENSG00000127463	2768	2427	2790	2357	2198	2386	2325	2422	2576	2511	2759	3103	10650
ENSG00000053372	3784	3323	3838	3422	2919	3050	3131	3166	3363	4196	4419	4743	2822
ENSG00000211454	19	19	13	19	14	18	22	17	30	18	34	26	2768
ENSG00000162482	20	11	15	7	23	9	11	18	10	14	18	27	1710
ENSG00000270728	43	64	48	64	59	61	59	48	40	52	41	44	525
ENSG00000053371	749	656	714	645	621	649	641	617	565	644	1050	1076	1781
ENSG00000200403	5	8	12	1	8	5	5	12	16	9	6	5	107
ENSG00000040487	624	634	674	786	525	648	665	578	710	542	1043	1024	2686
ENSG00000077549	2206	1867	2033	2037	2003	2148	2229	2148	2070	2262	2822	2775	3238
ENSG00000240490	0	0	0	0	0	0	0	0	0	0	0	0	288
ENSG00000201609	0	0	0	0	0	0	0	0	0	0	0	0	141
ENSG00000235185	0	1	0	0	0	0	0	0	0	0	0	0	207
ENSG00000173436	435	285	370	280	396	240	232	244	259	237	226	304	5227
ENSG00000270136	0	0	0	0	0	0	0	0	0	0	0	0	2493
ENSG00000226396	21	27	37	25	20	30	43	36	38	32	71	66	455
ENSG00000158747	0	4	4	3	5	4	3	5	5	1	4	2	3465
ENSG00000158748	0	0	0	0	0	0	0	0	0	0	0	0	1984
ENSG00000162542	14	14	20	22	21	22	13	15	16	20	33	29	4054
ENSG00000178828	0	0	0	0	0	0	0	0	0	0	0	0	1250
ENSG00000235434	0	0	0	0	0	0	0	0	0	0	0	0	447
ENSG00000169914	768	676	809	688	714	722	764	758	769	803	805	920	6767
ENSG00000188784	0	0	0	0	0	0	0	0	0	0	0	0	785
ENSG00000242688	0	0	0	0	0	0	0	0	0	0	0	0	301
ENSG00000188257	1	0	0	0	0	0	0	0	0	0	0	0	1685
ENSG00000127472	0	0	0	0	0	0	0	0	0	0	0	0	2607
ENSG00000117215	0	0	0	0	0	0	0	0	0	0	0	0	2681
ENSG00000158786	0	0	1	0	0	0	0	0	0	0	1	0	6440
ENSG00000227066	0	0	0	0	0	0	0	0	0	0	0	0	2639
ENSG00000187980	3	0	1	3	0	1	1	1	1	1	2	4	3298
ENSG00000225986	25	39	34	23	16	12	21	21	15	32	34	23	510
ENSG00000162543	516	443	429	464	341	368	354	366	459	382	454	513	5571
ENSG00000228105	0	0	0	0	0	0	0	0	0	0	0	0	480
ENSG00000158816	0	0	0	0	0	0	0	0	0	0	0	0	6377
ENSG00000226664	0	0	0	0	0	0	0	0	0	0	0	0	229
ENSG00000236963	0	0	0	0	0	0	0	0	0	0	0	0	3394
ENSG00000226487	0	0	0	0	0	0	0	0	0	0	0	0	376
ENSG00000162545	30	16	22	23	36	31	42	26	16	15	23	30	2615
ENSG00000090432	913	860	908	773	688	701	761	696	694	667	801	838	2438
ENSG00000215520	0	0	0	0	0	0	0	0	0	0	0	0	763
ENSG00000183114	0	0	0	1	0	1	1	0	2	0	0	1	2572
ENSG00000158825	0	0	0	0	0	0	0	0	0	0	0	0	963
ENSG00000158828	132	123	140	104	112	104	123	94	81	101	183	235	4836
ENSG00000273695	0	0	0	0	0	0	0	0	0	0	0	0	110
ENSG00000117242	33	36	35	31	24	30	31	37	41	29	31	44	4443
ENSG00000244038	2874	2469	2910	2616	2354	2576	2705	2607	2658	2705	3912	4124	2721
ENSG00000117245	4	2	2	1	2	1	2	4	2	0	0	2	4470
ENSG00000235432	0	0	0	0	0	0	0	0	0	0	0	0	479
ENSG00000189410	2	1	1	1	0	3	1	2	0	2	0	0	4423
ENSG00000233069	0	0	0	0	0	0	0	0	0	0	0	0	299
ENSG00000127483	8419	6844	8326	6848	7541	7061	7392	7537	7173	7712	6843	7699	7442
ENSG00000075151	1134	991	1054	1049	1006	1096	1173	1074	1116	1146	1292	1320	9596
ENSG00000251914	0	0	0	0	0	0	0	0	0	0	0	0	62
ENSG00000221808	0	0	0	0	0	0	0	0	0	0	0	0	119
ENSG00000233072	0	0	0	0	0	0	0	0	1	0	0	0	385
ENSG00000236073	1	1	1	0	2	3	0	0	1	1	1	0	115
ENSG00000235112	0	0	2	1	1	0	1	0	1	3	0	2	296
ENSG00000117298	464	406	455	457	395	524	502	486	446	507	708	870	7265
ENSG00000236936	3	0	0	1	0	2	1	0	0	0	2	0	723
ENSG00000231105	0	0	0	0	0	1	0	1	0	0	3	0	2479
ENSG00000236216	0	0	0	1	0	0	0	0	1	0	1	0	376
ENSG00000228823	0	0	1	0	0	0	0	0	0	0	0	1	649
ENSG00000236009	0	0	0	0	0	0	0	0	0	0	0	0	761
ENSG00000227001	19	18	20	11	22	14	8	18	14	10	17	24	661
ENSG00000187952	0	2	1	1	0	5	3	3	5	0	0	9	1234
ENSG00000186543	0	0	1	0	0	0	0	0	0	0	0	3	830
ENSG00000142794	84	85	101	96	84	121	120	108	82	108	112	142	6812
ENSG00000176378	0	0	0	0	0	0	0	0	0	0	0	0	327
ENSG00000162551	3	0	3	0	1	4	5	5	1	0	3	4	3007
ENSG00000233431	0	0	1	0	0	0	0	0	0	0	0	0	821
ENSG00000221781	0	0	0	0	0	0	0	0	0	0	0	0	138
ENSG00000076864	874	815	902	910	809	974	1009	920	856	763	1648	1725	5755
ENSG00000090686	5899	5223	5950	5116	5364	5406	5755	5587	5580	5725	4955	5213	9497
ENSG00000281866	0	0	0	0	0	3	1	0	0	1	0	0	56
ENSG00000231978	2	0	2	0	0	3	0	1	0	0	3	0	307
ENSG00000187942	7	1	6	9	3	4	9	8	7	6	12	2	4490
ENSG00000142798	2048	2112	2217	2217	2424	2795	2629	2772	2033	1671	2735	3526	17684
ENSG00000232037	9	5	2	7	5	6	5	5	8	3	0	4	483
ENSG00000219073	0	0	0	0	0	0	0	0	0	0	0	0	1541
ENSG00000273610	0	0	0	0	0	0	0	0	0	0	0	0	297
ENSG00000201919	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000142789	0	0	0	0	0	0	0	0	0	0	0	0	1224
ENSG00000278124	0	0	0	0	0	0	0	0	0	0	0	0	297
ENSG00000201273	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000228397	0	0	1	1	0	1	2	0	2	1	2	0	1126
ENSG00000218510	181	152	165	166	114	153	149	174	134	134	194	183	2406
ENSG00000070831	5598	5096	5777	5434	4808	4880	5543	4913	5482	5342	5794	6220	3598
ENSG00000230068	3	5	1	5	1	7	3	3	4	3	1	4	692
ENSG00000271428	2	5	7	4	4	1	2	3	1	0	2	4	488
ENSG00000271840	1	5	6	4	4	6	6	7	6	3	5	6	748
ENSG00000162552	8	0	2	4	4	3	2	6	3	4	6	4	4527
ENSG00000266564	0	0	0	0	0	0	0	0	0	0	0	0	62
ENSG00000234397	0	0	0	0	0	0	0	0	0	0	0	0	492
ENSG00000279625	1	0	0	1	2	0	1	0	0	0	0	0	1853
ENSG00000184677	1696	1643	1901	1574	1399	1530	1324	1641	1665	1934	1935	2476	8992
ENSG00000237200	1	9	8	4	5	8	6	14	9	9	10	14	273
ENSG00000070886	0	0	0	0	0	0	0	0	0	0	0	0	5358
ENSG00000276835	0	0	0	0	0	0	0	0	0	0	0	0	109
ENSG00000173372	0	0	0	0	0	0	0	0	0	0	0	0	1272
ENSG00000159189	0	0	0	0	0	0	0	0	0	0	0	0	1335
ENSG00000173369	0	0	0	0	0	0	0	0	0	0	0	0	1601
ENSG00000133216	0	0	0	0	0	0	0	0	1	0	0	0	12516
ENSG00000265422	0	0	0	0	0	0	0	0	0	0	0	0	82
ENSG00000216157	0	0	0	0	0	0	0	0	0	0	0	0	95
ENSG00000225952	0	0	0	0	0	0	0	0	0	0	0	0	480
ENSG00000264014	0	0	0	0	0	0	0	0	0	0	0	0	68
ENSG00000215906	0	0	0	0	0	0	0	0	0	0	0	0	1641
ENSG00000227868	2	5	0	2	0	0	0	0	0	0	0	2	658
ENSG00000004487	4487	4309	4640	4195	4391	4185	4550	4468	4498	4551	4713	5142	5435
ENSG00000240553	0	0	0	0	1	1	0	0	4	0	0	0	666
ENSG00000263793	0	0	4	0	0	0	1	0	0	0	0	0	68
ENSG00000266802	0	0	0	1	0	2	2	0	0	0	0	0	77
ENSG00000169641	1132	1045	1056	914	921	1057	1015	978	1028	1027	1192	1290	9658
ENSG00000229010	0	0	1	1	2	1	0	0	2	1	0	1	818
ENSG00000206935	0	0	0	0	0	0	0	0	0	0	1	1	107
ENSG00000252578	3	4	2	0	1	0	0	0	0	0	2	1	101
